Angle_deg,Delta_avg
0,2.840033333333333
30,2.358113888888889
60,1.2280944444444446
90,-0.13214166666666627
120,1.0702333333333336
150,1.6307694444444447
180,0.8948333333333333
210,-0.583808333333333
240,-0.7470388888888883
270,2.893841666666668
300,4.663872222222223
330,4.334127777777778
360,2.840033333333333
